Unnamed: 0,id_hourse,Addresse,Titre,Prix,Surface,Nb_piece,Nb_chambre,Parking,Jardin,Ascenseur,Terrasse,Garage,Prix_sur,Reference,Date_publication,Date_modification,Titre_description,Description
606,YV78_610,Aubergenville 78410,"Maison à vendre / Charme et proximité de la gare / AUBERGENVILLE / Agence Principale Epone Immobilier. ' CHARME' est le maitre mot pour cette belle maison individuelle style 'maitre' des années 1930 rénovée entièrement avec des matériaux de qualité et beaucoup de gout.
Ce bien clefs en mains vous propose une entrée desservant une petite chambre, WC avec douche, une cuisine récente avec accès direct à la terrasse plein sud, restant aménagée et équipée, une salle à manger attenante de plus de 30 m² et un salon lui aussi très clair.
Un escalier en chêne massif vous accompagne au palier du premier étage desservant 4 belles chambres et une salle de douche avec WC et fenêtre.
Les combles d'une belle hauteur ont été aménagés en une grande pièce de 50 m² au sol avec fenêtres et volets automatiques.
De l'entrée, vous pourrez accéder aussi au jardin et aux caves compartimentées en buanderie, chaufferie.
Les + de ce bien:
Réfection de qualité, huisseries récentes double vitrage de qualité, volets battants alu. Electricité refaite. Chaudière FRISQUET de décembre 2018. Isolation extérieure, toiture de 2010.
Mur d'enceinte et clôture de 2017 en alu.
Jardin plat et entièrement clos.
Dépendance avec électricité et eau, possibilité de création d'un studio totalement indépendant (cadastre, compteurs).
Le tout à pied de la gare, des commerces de proximité et des écoles.
Pour toute visite, contactez l'Agence Principale d'Epône : Voir le téléphone
(Collaborateur salarié)",449 000 €,145 m²,8 pièces,5 chambres,2 places de parking,Jardin,,1 terrasse,,3 097 €/m²,Réf. de l’annonce : 786,Publiée il y a plus de 2 mois,Modifiée le 27 oct. 2020,"Achat maison 8 pièces 145 m², Aubergenville - 449 000 €",Descriptif de cette maison à vendre de 8 pièces et 145 m²
607,YV78_611,Sartrouville 78500 (La Plaine),"MAISON SARTROUVILLE - 7 pièce(s) - 140 m2. Dans un des quartiers les plus recherché de Sartrouville, 15 min à pied de la gare, venez visiter cette maison familiale qui se compose, d'une entrée, cuisine, 1 chambre, salle d'eau, wc, séjour de 30 m² donnant sur une véranda de 20 m², à l'étage, 4 chambres, salle de bains/wc, le tout sur un sous sol total. Des travaux sont à prévoir. Faites vite, elle ne restera pas longtemps. dont 5.00 % honoraires TTC à la charge de l'acquéreur.",609 000 €,140 m²,7 pièces,5 chambres,,Jardin,,,,4 143 €/m²,Réf. de l’annonce : 03051,Publiée il y a plus de 2 mois,Modifiée le 21 oct. 2020,"Achat maison 7 pièces 140 m², Sartrouville - 609 000 €",Descriptif de cette maison à vendre de 7 pièces et 140 m²
608,YV78_612,Vernouillet 78540,"Maison Vernouillet 6 pièces. EXCLUSIVITÉ GUY HOQUET VERNEUIL-SUR-SEINE
Poser vos valises tout de suite est enfin possible avec cette maison finie d'achevée en 2005.
Belle distribution de pièces avec au rez-de-chaussée : Entrée cathédrale, dégagement, WC séparés, une chambre, double séjour ouvert sur Cuisine US composée d'équipements récents donnant un double accès sur terrasse et jardin arrière exposé Sud, cellier.
A l'étage, 3 grandes chambres dont 1 avec son dressing, 1 salle de bains et WC séparés.
Sous-sol total avec accès extérieur qui comprend une pièce buanderie, un bureau aménagé, un grand garage.
Autoroute A13 -12 minutes en voiture.
Ne tardez plus, appelez votre Agence Guy Hoquet Verneuil - Voir le téléphone",460 000 €,106 m²,6 pièces,4 chambres,3 places de parking,Jardin,,1 terrasse,,4 340 €/m²,Réf. de l’annonce : 894,Publiée il y a plus de 2 mois,Modifiée le 18 oct. 2020,"Achat maison 6 pièces 106 m², Vernouillet - 460 000 €",Descriptif de cette maison à vendre de 6 pièces et 106 m²
609,YV78_613,Houilles 78800 (Centre-ville),"Maison 8 pièces de 179 m². Exceptionnel : Quartier POSTE - Superbe pavillon de 180m² avec Jardin et Terrasse
Idéalement situé à 4 minutes de la gare et à 2 minutes du marché.
Belle maison de 1908 composé au rez-de-chaussée surélevé d'un séjour double traversant, grande cuisine avec arrière cuisine et accès à une superbe terrasse plein sud, une chambre, bureau et WC. Au 1er étage: un palier desservant 3 belles chambres et une salle d'eau avec WC. Au 2ème étage: une très grande pièce, une salle d'eau avec WC et un bureau.
Le tout sur un sous-sol total avec fenêtres et accès au jardin. Garage 2 voitures.
Magnifique terrain boisé sans vis à vis, au calme avec pergola naturelle.
Cette maison a un indice DPE de classe C (122 kWh/m² annuels). Quant à l'indice GES, il est de catégorie D (chiffre annuel : 28 Kg CO?/m²).
Prenez contact avec notre agence pour une première visite de cette maison à vendre.
Mandat N° 739. Honoraires à la charge du vendeur. Nos honoraires : Voir les barèmes des honoraires Ce bien vous est proposé par un agent commercial.",1 020 000 €,179 m²,8 pièces,5 chambres,3 places de parking,Jardin,,Terrasse,2 garages,5 698 €/m²,Réf. de l’annonce : VM530-PREMIERAPPART,Publiée il y a plus de 2 mois,Modifiée le 9 déc. 2020,"Achat maison 8 pièces 179 m², Houilles - 1 020 000 €",Descriptif de cette maison à vendre de 8 pièces et 179 m²
610,YV78_614,Triel-sur-Seine 78510,"Maison Triel Sur Seine. NOUVEAUTE OCTOBRE 2020 : Au calme d'une impasse, A 2 pas des commerces et des balades en Bord de seine, Belle situation pour cette maison de 133m2 (107m2 carrez) présentant un sas d'entrée, une double pièce de vie avec cheminée + une véranda de 16m2 donnant sur jardin Sud, Cuisine aménagée, partie arrière cuisine : wc séparés, rangements.
En étage : 3 chambres et Une Salle de bains + wc à l'étage.
Les Gros Plus : Son sous sol total et un Grenier à finir d'aménager de 20m2 au sol (Pièce de jeux ou 4eme chambre), A visiter sans plus tarder !
> Abri de jardin fermé et auvent au fond du jardin.
> Stationnement en sous sol et aerien + parking visiteur.
INFORMATIONS ET VISITE VIRTUELLE SUR DEMANDE - Agence GUY HOQUET Verneuil-sur-seine",341 250 €,107 m²,5 pièces,3 chambres,1 place de parking,Jardin,,,,3 189 €/m²,Réf. de l’annonce : 852,Publiée il y a plus de 2 mois,Modifiée le 4 déc. 2020,"Achat maison 5 pièces 107 m², Triel-sur-Seine - 341 250 €",Descriptif de cette maison à vendre de 5 pièces et 107 m²
611,YV78_615,Chevreuse 78460,"Chevreuse. Coup de coeur pour cette maison familiale située dans un cadre privilégié, avec sa superficie de 170 m², son triple séjour cathédrale avec cheminée, sa cuisine indépendante aménagée et équipée, son coin toilette avec lavabo. Et à l'étage, une belle suite parentale avec 2 dressings et salle d'eau, 3 chambres, une salle de bains et un grand dressing aménagé sur le palier. Petit plus : combles sur toute la surface de la maison. Garage double. Buanderie. Nombreux rangements. Beau terrain avec exposition sud. Copropriété de 163 lots. Aucune procédure en cours.",624 000 €,170 m²,5 pièces,4 chambres,,Jardin,,,,3 529 €/m²,Réf. de l’annonce : 0021,Publiée il y a plus de 2 mois,Modifiée le 26 nov. 2020,"Achat maison 5 pièces 170 m², Chevreuse - 624 000 €",Descriptif de cette maison à vendre de 5 pièces et 170 m²
612,YV78_616,Buchelay 78200,"Belle maison sur sous sol total, 4 chambres et 500m² de terrain. Dans un village calme et recherché, proche de la A13 et des commerces.
Cette belle maison individuelle de 2015 sur sous sol total se compose au rez-de-chaussée: D'une entrée, un salon-séjour et une grande cuisine aménagée et équipée donnant sur une terrasse et jardin exposé SUD, 1 chambre, salle d'eau italienne, un WC.
A l'étage nous avons 3 grandes chambres, un dressing, une salle d'eau et un wc séparé.
Le Sous-sol avec une pièce buanderie, cuisine d'été.
Beau terrain de 500 m² avec une terrasse, plein SUD",427 000 €,153 m²,6 pièces,4 chambres,,Jardin,,1 terrasse,,2 791 €/m²,Réf. de l’annonce : 1738,Publiée il y a plus de 2 mois,Modifiée le 27 oct. 2020,"Achat maison 6 pièces 153 m², Buchelay - 427 000 €",Descriptif de cette maison à vendre de 6 pièces et 153 m²
613,YV78_617,Marly-le-Roi 78160 (Grandes Terres - Vergers - Vauillons),"Ravissante Maison Meulière 6 pièce(s). 10 min gare, écoles et commerces, dans le quartier historique de l'Abreuvoir, ravissante Meulière édifiée sur joli jardin clos de murs et clos de haies; comprenant :
- au rez-de-jardin , grande cuisine dinatoire avec accès cave, salon avec cheminée, salle à manger et salle d'eau avec wc,
- à l'étage, un beau palier desservant 3 chambres avec rangements dont une avec salle de bain, un wc avec lave main.
Coup de coeur à prévoir pour cette Belle Maison clés en main.
dont 4.00 % honoraires TTC à la charge de l'acquéreur.",676 000 €,105 m²,6 pièces,3 chambres,,Jardin,,1 terrasse,,6 190 €/m²,Réf. de l’annonce : 19771,Publiée il y a plus de 2 mois,Modifiée le 21 nov. 2020,"Achat maison 6 pièces 105 m², Marly-le-Roi - 676 000 €",Descriptif de cette maison à vendre de 6 pièces et 105 m²
614,YV78_618,Dammartin-en-Serve 78111,"Jolie maison à Dammartin En Serve, 6 pièces, 142m², entre Br. VISITE VIRTUELLE DISPONIBLE SUR DEMANDE !!
Confinée mais disponible afin de répondre à vos demandes !!
Venez découvrir cette cocon familial de 6 pièces, 142 m² et son terrain arboré de 1138 m², sans vis à vis et au calme, à Dammartin en Serve.
Prête à vous accueillir, elle est composée, en rez de chaussée, d'une entrée avec rangements, d'un salon-séjour de 30 m² avec poêle à granulés, d'une cuisine ouverte de 10.50 m², d'une chambre parentale de 10 m² avec sa salle de douche, d'un WC indépendant. Un grande véranda chauffée de 40 m² complète cet espace de vie ainsi qu'un garage de 40 m².
A l'étage, un palier dessert 3 chambres de 16, 11 et 9 m², toutes avec rangements ainsi qu'une salle de douche avec WC.
Les autres atouts : clim réversible dans chaque pièce, portail électrique, alarme, chalet, car port...
Proche des commodités, écoles à 5min à pied, gare de Bréval à 8 min, 15 min de Mantes la jolie, Houdan et Anet, de belles promenades au départ de la maison.",319 000 €,142 m²,6 pièces,4 chambres,3 places de parking,Jardin,,,,2 246 €/m²,Réf. de l’annonce : 428,Publiée il y a plus de 2 mois,Modifiée le 9 déc. 2020,"Achat maison 6 pièces 142 m², Dammartin-en-Serve - 319 000 €",Descriptif de cette maison à vendre de 6 pièces et 142 m²
615,YV78_619,Ecquevilly 78920,"Visite virtuelle disponible - Maison indépendante - Ecquevilly. Edwina et Dilara de Keller Williams vous présentent cette superbe maison résidentielle très lumineuse et indépendante de 1992, construction Kaufman & Broad. A 2 min de l'A13, 10 min de l'A14, et à une distance à pied de tous commerces et écoles, cette maison bâtie sur un terrain de 517 m² se compose de :
 -Au rez-de-chaussée :  une entrée, un double séjour cathédrale avec cheminée (insert), une vaste cuisine équipée, un wc, une buanderie.
-Au premier étage : 4 chambres dont une suite parentale avec dressing, salle de bains, et wc ; une salle d'eau, un wc séparé.
-Au dernier étage : très grandes combles aménagés et un vaste espace de rangement.
Enfin un double garage complète ce bien.
Les rénovations et entretiens réguliers et de qualité de cette maison en font un produit rare sur le secteur (pompe à chaleur, climatisation réversible etc.).
A visiter sans tarder !",503 000 €,182 m²,7 pièces,5 chambres,,Jardin,,,,2 764 €/m²,Réf. de l’annonce : 668,Publiée il y a plus de 2 mois,Modifiée le 9 déc. 2020,"Achat maison 7 pièces 182 m², Ecquevilly - 503 000 €",Descriptif de cette maison à vendre de 7 pièces et 182 m²
616,YV78_620,Hardricourt 78250,"Maison Hardricourt 8 pièce(s) 220 m2. HARDRICOURT
Au pied du parc du château, le charme d'une rare maison familiale ancienne de 220 m² en pierre du Véxin, au coeur du vieux village d'Hardricourt. 8 pièces, l'ensemble en parfait état, garage, parking intérieur, jardin clos de 800 m². Grande salle en pierre avec véranda donnant sur le jardin. Ecole à 1 minute, Gare direct Paris Saint Lazare à 8 minutes. Commerces à 5 minutes en voiture.
Possibilité de rendre facilement le Rez de Chaussé indépendant pour une utilisation professionnelle ou locative. Exposition Sud.",525 000 €,220 m²,8 pièces,4 chambres,,Jardin,,,,2 386 €/m²,Réf. de l’annonce : 1588,Publiée il y a plus de 2 mois,Modifiée le 9 déc. 2020,"Achat maison 8 pièces 220 m², Hardricourt - 525 000 €",Descriptif de cette maison à vendre de 8 pièces et 220 m²
617,YV78_621,Sartrouville 78500 (La Vaudoire Centre-ville),"Maison Sartrouville 5 pièces. ** SARTROUVILLE**
Quartier de La Vaudoire, à 5 min de la gare à pied, belle maison en base meulière, entièrement rénovée.
Elle comprend un séjour traversant (possibilité de faire une chambre), et une cuisine équipée séparée.
A l'étage, une chambre de 12 m², une autre de 17 m², ainsi qu'une salle de bains et un WC séparé.
Rez de jardin aménagé.
Un beau jardin arboré. Possibilité de garer une voiture.
Bien extrêmement rare sur le secteur, donc faite vite pour venir la visiter !!!",599 000 €,100 m²,5 pièces,3 chambres,1 place de parking,Jardin,,1 terrasse,,5 990 €/m²,Réf. de l’annonce : 658KWC,Publiée il y a plus de 2 mois,Modifiée le 9 déc. 2020,"Achat maison 5 pièces 100 m², Sartrouville - 599 000 €",Descriptif de cette maison à vendre de 5 pièces et 100 m²
618,YV78_622,Sartrouville 78500 (La Plaine),"Maison 5 pièces 110 m². ** SARTROUVILLE **
** * UNIQUEMENT CHEZ KELLER WILLIAMS CARDINAL ***
A 8 min à pieds de la gare, dans un quartier calme, à proximité de tout : écoles maternelle, primaire, collège, lycée, crêche, commerces ; Cette belle maison de 110 m² vous raviera par son charme, son agencement et son emplacement et sa luminosité.
Elle comprend un grand séjour lumineux de 32m² avec 3 portes fenêtre, accès à une véranda de 15m², une cuisine séparée (possibilité de l'ouvrir, un wc. A l'étage, un palier desservant 3 chambres de 9.5 , 9.5 et 15m², et une salle de bains avec wc. Combles.
Sous-sol total comprenant un garage, une cave à vin, un bureau et une chaufferie.
Le tout sur une parcelle de 328m².
Dans les conditions sanitaires actuelles, nous ne pouvons organiser de physiques, mais contactez-nous et nous pourrons organiser une visite dès le confinement terminé.",699 000 €,110 m²,5 pièces,3 chambres,2 places de parking,Jardin,,1 terrasse,,6 355 €/m²,Réf. de l’annonce : 455,Publiée il y a plus de 2 mois,Modifiée le 9 déc. 2020,"Achat maison 5 pièces 110 m², Sartrouville - 699 000 €",Descriptif de cette maison à vendre de 5 pièces et 110 m²
619,YV78_623,Carrières-sur-Seine 78420 (Centre historique),"Maison ancienne totalement rénové 450 m² de jardin. Maison de début 20e, totalement rénovée , nichée dans le charmant ""village historique"" de Carrières , avec un faux air de Lubéron. Vous y découvrirez le charme de la pierre locale bénéficiant d'un lifting complet à l'intérieur .Le séjour est un open-space ""lofté"" de 58 m² avec piano central de cuisine posé en fond de pièce , un accès direct au jardin dont la superficie est de plus de 400m² ( le gazon vient d'être semé , histoire d'accompagner le magnifique résineux qui veillera sur la maison).
la maison offre à l'étage 3 chambres ( 10.64m²; 10.34m² et 13.16m² ) et deux salles de douche ( chacune avec double vasque ) - A noter qu'une des chambres et salle de bains sont constitutifs d'une suite , agrémentée d'une belle vue sur la défense. La maison bénéficie d'une triple expo et le terrain est cotée EST . Les vues sont EST /SUD . Le rez de jardin offre une chambre de 12.61m² ( avec préinstallassions d'évacuation si vous souhaitez installer une douche et un wc) , le tout avec un jardinet devant de 40 m² environ.
la maison dispose d'une buanderie , d'une cave à vin ( 9.87m²) , et d'une pièce voutée en rez de chaussée ( 19.31 m²) ( avec fenêtre et électricité) - Les combles sont susceptibles d'être aménagés ( hsp de 1.80 ); 2 wc .terrasse coté buanderie d'environ 20m² et courette coté buanderie. Chauffage électrique-
Le RER est a 20' à pied , et 10 en bus. Le village et sa halle commerçante sont à 5' à pied .
Belle opportunité de s'offrir une maison d'époque quasi neuve. Elle mesure 131.21 m² en loi Carrez ( copro de sol avec 2 autres maisons de la parcelle historique) . surface pièce voutée du bas inclue 150 m².
rénovation achevée fin octobre. Gazon fraichement semé.
contact : FrédérIc QUERLEU Voir le téléphone . RSAC VERSAILLES 510591647
Mentions légales :
Honoraires à la charge du vendeur",876 000 €,131 m²,5 pièces,4 chambres,2 places de parking,,,,,6 687 €/m²,Réf. de l’annonce : 748951009-416,Publiée il y a plus de 2 mois,Modifiée le 19 nov. 2020,"Achat maison 5 pièces 131 m², Carrières-sur-Seine - 876 000 €",Descriptif de cette maison à vendre de 5 pièces et 131 m²
